LAT,LON,YEAR,MO,DY,PRECTOTCORR,WS10M,RH2M,QV2M,T2M_RANGE,ALLSKY_SFC_UV_INDEX
25.75,86.25,2019,1,25,0.74,2.8,51.06,7.63,12.01,0.68
25.75,86.25,2019,1,26,0.16,2.8,61.66,8.67,9.2,0.68
25.75,86.25,2019,1,27,0.01,3.67,59.44,7.9,13.23,0.98
25.75,86.25,2019,1,28,0,4.67,41.12,4.94,13.12,0.78
25.75,86.25,2019,1,29,0.05,4.82,36.09,3.75,16.71,0.84
25.75,86.25,2019,1,30,0.01,3.3,34.34,3.48,17.42,0.8
25.75,86.25,2019,1,31,0,1.61,30.97,3.72,15.45,0.87
25.75,86.25,2019,2,1,0,1.61,36.97,4.88,15.53,1.04
25.75,86.25,2019,2,2,0,2.89,32.84,4.18,17.04,0.96
25.75,86.25,2019,2,3,0,3.58,36.28,4.61,18.04,0.91
25.75,86.25,2019,2,4,0,3.64,35,4.24,17.91,1.03
25.75,86.25,2019,2,5,0,2.6,32.22,4.06,17.54,0.99
25.75,86.25,2019,2,6,0,2.38,34.56,5.07,16.87,0.91
25.75,86.25,2019,2,7,0.24,2.32,39.94,6.65,16.57,0.82
25.75,86.25,2019,2,8,11.46,3.25,64.38,9.46,10.6,0.56
25.75,86.25,2019,2,9,7.79,3.03,75.12,9.49,13.07,0.38
25.75,86.25,2019,2,10,0.02,3.55,45.59,4.7,17.98,1.07
25.75,86.25,2019,2,11,0.03,1.43,43.38,5.46,15.17,1.04
25.75,86.25,2019,2,12,0,2.14,42.34,5.37,14.74,1.16
25.75,86.25,2019,2,13,0,2.59,41.97,5.62,15.91,-999
25.75,86.25,2019,2,14,0,2.73,43.03,6.26,16.07,1.2
25.75,86.25,2019,2,15,0.03,3.6,43.12,6.68,15.41,0.8
25.75,86.25,2019,2,16,0.26,3.3,57.28,8.7,12.16,1.25
25.75,86.25,2019,2,17,0.09,5.36,50,7.08,13.08,0.85
25.75,86.25,2019,2,18,0.01,3.1,41.75,5.37,14.58,1.32
25.75,86.25,2019,2,19,0.01,2.54,34.19,5.46,14.55,1.26
25.75,86.25,2019,2,20,0,3.67,40,6.07,17.53,1.35
25.75,86.25,2019,2,21,0,2.38,34.62,5.92,16.79,1.53
25.75,86.25,2019,2,22,0,2.46,38.62,7.54,17.62,1.54
25.75,86.25,2019,2,23,0.03,5.41,39.81,7.39,14.85,1.51
25.75,86.25,2019,2,24,0,4.12,28.75,4.39,18.62,1.58
25.75,86.25,2019,2,25,0.04,2,33.09,5.77,13.72,1.46
25.75,86.25,2019,2,26,0.23,2.42,36.5,5.89,14.57,1.53
25.75,86.25,2019,2,27,6.18,4.18,63.59,9.92,12.75,1.02
25.75,86.25,2019,2,28,3.86,3.87,55.84,7.42,11.94,1.12
25.75,86.25,2019,3,1,0,4.03,36.5,4.12,17.28,1.7
25.75,86.25,2019,3,2,0,1.97,30.28,3.94,17.97,1.55
25.75,86.25,2019,3,3,0.22,2.96,47.59,6.65,11.31,1.34
25.75,86.25,2019,3,4,0,3.07,53.53,8.64,15.52,1.42
25.75,86.25,2019,3,5,0,3.5,40.53,6.99,14.88,1.31
25.75,86.25,2019,3,6,0,4.34,37.66,5.65,15.96,1.59
25.75,86.25,2019,3,7,0,3.63,32.78,4.55,18.12,1.87
25.75,86.25,2019,3,8,0,4.21,31.66,4.46,17.62,1.77
25.75,86.25,2019,3,9,0,4.41,31.22,5.1,19.64,1.69
25.75,86.25,2019,3,10,0,3.09,34.56,6.35,17.54,1.73
25.75,86.25,2019,3,11,0,3.24,33.19,6.07,16.55,1.82
25.75,86.25,2019,3,12,0,5.38,27.12,5.22,20.1,1.94
25.75,86.25,2019,3,13,0,4.78,26.31,5.46,19.17,2.01
25.75,86.25,2019,3,14,0.02,4.11,27.75,6.2,17.55,1.71
25.75,86.25,2019,3,15,0.08,3.4,31.16,7.29,14.55,1.66
25.75,86.25,2019,3,16,0.05,4.77,28.41,6.13,14.39,1.71
25.75,86.25,2019,3,17,0,4.51,21.72,4.09,18.18,1.76
25.75,86.25,2019,3,18,0.02,2.45,38.66,7.54,14.07,1.44
25.75,86.25,2019,3,19,0,3.88,22.84,4.39,16.27,1.84
25.75,86.25,2019,3,20,0.01,3.82,24.25,4.46,19.12,1.98
25.75,86.25,2019,3,21,0,3.68,23,4.97,19.62,1.78
25.75,86.25,2019,3,22,0.38,3.72,23.5,5.8,16.16,1.77
25.75,86.25,2019,3,23,0,4.96,20.53,4.06,17.73,1.97
25.75,86.25,2019,3,24,0,3.61,17.31,3.63,20.28,2.1
25.75,86.25,2019,3,25,0.24,2.09,20.81,4.94,17.98,2.08
25.75,86.25,2019,3,26,2.54,3.94,31.81,6.96,12.36,0.69
25.75,86.25,2019,3,27,0.04,2.59,34.84,7.05,15.68,1.6
25.75,86.25,2019,3,28,0,2.39,29.16,6.47,17,1.73
25.75,86.25,2019,3,29,0,1.92,25.19,6.44,15.46,1.46
25.75,86.25,2019,3,30,0.54,2.06,29.41,7.45,14.61,1.27
25.75,86.25,2019,3,31,1.29,2.58,37.69,9.16,17.71,1.41
25.75,86.25,2019,4,1,1.11,3.43,37.34,9.28,15.28,1.67
25.75,86.25,2019,4,2,0.01,2.57,32.31,7.54,16.09,1.81
25.75,86.25,2019,4,3,0,2.5,27.06,6.41,17.37,1.78
25.75,86.25,2019,4,4,0.01,3.2,35.78,8.33,16.84,1.53
25.75,86.25,2019,4,5,0.28,3.89,39.56,9.7,15.66,1.38
25.75,86.25,2019,4,6,5.26,5.08,48.34,11.99,13.77,0.98
25.75,86.25,2019,4,7,6.93,3.26,57.5,13.15,12.65,1.61
25.75,86.25,2019,4,8,0.09,2.58,46.06,11.11,15.58,1.47
25.75,86.25,2019,4,9,2.67,2.81,39.09,9.74,14.69,1.2
25.75,86.25,2019,4,10,5.06,3.53,52.62,12.12,14.23,2.04
25.75,86.25,2019,4,11,0.02,2.38,42.72,10.89,15.38,1.77
25.75,86.25,2019,4,12,0.31,2.32,40.38,11.17,14.8,1.67
25.75,86.25,2019,4,13,2.68,2.29,42.62,11.87,15.11,1.52
25.75,86.25,2019,4,14,1.16,2.78,35.41,10.19,17.99,2.13
25.75,86.25,2019,4,15,1,2.73,31.59,8.88,18.65,2.08
25.75,86.25,2019,4,16,0.02,2.49,35.97,10.16,17.97,1.72
25.75,86.25,2019,4,17,2.21,5.08,33.97,9.25,13.94,1.42
25.75,86.25,2019,4,18,0.76,4.69,36.94,9.46,14.29,2.06
25.75,86.25,2019,4,19,0.01,4.71,31.06,8.18,14.92,2.27
25.75,86.25,2019,4,20,0.17,3.57,30.19,7.97,15.39,2.15
25.75,86.25,2019,4,21,0,2.47,26.47,7.57,15.53,2.25
25.75,86.25,2019,4,22,1.85,3.49,36.69,9.89,14.22,1.98
25.75,86.25,2019,4,23,0.97,4.14,42.53,11.47,13.24,1.57
25.75,86.25,2019,4,24,0,3.76,40.19,11.66,15.57,1.82
25.75,86.25,2019,4,25,0.21,2.17,35.97,11.81,14.62,-999
25.75,86.25,2019,4,26,0.26,2.46,33.56,11.41,14.3,1.8
25.75,86.25,2019,4,27,1.67,2.79,30.03,9.86,15.98,1.94
25.75,86.25,2019,4,28,1.17,2.6,25.16,7.42,18.38,2.52
25.75,86.25,2019,4,29,0.89,3.11,31.34,8.39,20.71,2.3
25.75,86.25,2019,4,30,0,3.81,35.84,10.62,19.09,2.18
25.75,86.25,2019,5,1,0.04,3.79,37.09,12.27,17.19,2.21
25.75,86.25,2019,5,2,0.1,4.95,35.31,12.48,15.05,1.99
25.75,86.25,2019,5,3,5.95,6.42,49.31,14.13,12.2,1.3
25.75,86.25,2019,5,4,6.44,4.29,53.97,13.79,14.83,2.02
25.75,86.25,2019,5,5,0.01,5.03,29.16,8.21,15.85,2.64
25.75,86.25,2019,5,6,0,4.91,21.09,5.49,21.75,2.7
25.75,86.25,2019,5,7,0,4.3,19.84,5.4,21.41,2.75
25.75,86.25,2019,5,8,0,3.84,27.88,7.35,22.12,2.55
25.75,86.25,2019,5,9,0,3.83,17.12,5.49,19.29,2.49
25.75,86.25,2019,5,10,0,2.27,25.28,7.63,20.22,2.27
25.75,86.25,2019,5,11,0,3.38,29.97,9.52,18.27,2.3
25.75,86.25,2019,5,12,0.03,3.4,24.66,8.67,15.73,2.45
25.75,86.25,2019,5,13,0,2.72,21.19,7.48,13.75,2
25.75,86.25,2019,5,14,0.41,1.99,25,8.21,14.74,2.02
25.75,86.25,2019,5,15,1.03,3.86,36.69,11.99,13.89,2.15
25.75,86.25,2019,5,16,1.52,3.5,41.22,12.76,14.16,2.04
25.75,86.25,2019,5,17,0.01,4.71,32.09,10.07,17.48,2.45
25.75,86.25,2019,5,18,0.19,5.34,22.22,8,16.35,2.54
25.75,86.25,2019,5,19,0.05,4.13,24.56,8.45,15.13,2.79
25.75,86.25,2019,5,20,0.28,2.01,25.66,9,14.73,2.32
25.75,86.25,2019,5,21,1.55,3.29,40.56,13.49,14.82,2.32
25.75,86.25,2019,5,22,2.38,3.6,42.56,14.22,13.9,1.87
25.75,86.25,2019,5,23,5.65,3.14,45.66,15.41,12.05,2.1
25.75,86.25,2019,5,24,0.32,2.75,40.56,14.34,14.04,1.59
25.75,86.25,2019,5,25,0.06,4.19,36.22,13.03,13.68,1.53
25.75,86.25,2019,5,26,0,3.06,23.72,7.93,16.17,2.41
25.75,86.25,2019,5,27,0,3.04,29.47,9.25,17.82,2.42
25.75,86.25,2019,5,28,0,3.18,38.06,12.66,15.83,2.13
25.75,86.25,2019,5,29,0.71,3.7,38,13.24,15.25,2.41
25.75,86.25,2019,5,30,4.51,3.1,40.5,14.25,13,2.15
25.75,86.25,2019,5,31,5.68,3.98,43.53,13.98,13.74,1.66
25.75,86.25,2019,6,1,7.8,5.52,56.47,17.33,10.84,1.61
25.75,86.25,2019,6,2,9.27,5.7,63.53,18.74,11.12,1.97
25.75,86.25,2019,6,3,0.16,4.31,57.44,16.75,10.16,1.93
25.75,86.25,2019,6,4,0,4.18,49,15.69,12.12,2.38
25.75,86.25,2019,6,5,0.01,5.51,50.59,16.48,10.98,1.84
25.75,86.25,2019,6,6,0.27,5.22,56.53,18.01,10.72,1.81
25.75,86.25,2019,6,7,0.05,4.05,53.47,17.61,11.17,2.23
25.75,86.25,2019,6,8,0.02,2.89,49.78,17,12.68,2.15
25.75,86.25,2019,6,9,0.06,3.62,46.5,16.75,11.91,2.13
25.75,86.25,2019,6,10,6.27,4.74,53.84,18.46,11.39,1.92
25.75,86.25,2019,6,11,6.89,5.28,58.25,19.17,12.73,1.68
25.75,86.25,2019,6,12,4.74,3.5,51.44,17.82,14.17,1.88
25.75,86.25,2019,6,13,0.94,2.25,45.78,16.33,13.8,2.05
25.75,86.25,2019,6,14,0,2.82,30.94,12.45,14.16,2.09
25.75,86.25,2019,6,15,0.27,2.69,38,14.13,15.88,2.14
25.75,86.25,2019,6,16,0.37,2.45,34.62,13.24,17.23,2.38
25.75,86.25,2019,6,17,1.61,3.38,34.06,13.82,12.77,2.2
25.75,86.25,2019,6,18,7.6,2.05,42.97,15.93,10.02,2.03
25.75,86.25,2019,6,19,1.4,2.36,45.53,16.66,13.12,2.08
25.75,86.25,2019,6,20,3.56,2.66,47.53,17.4,10.11,1.91
25.75,86.25,2019,6,21,2,3.74,58.19,18.98,5.39,1.67
25.75,86.25,2019,6,22,8.14,5.46,67.56,19.59,6.98,1.88
25.75,86.25,2019,6,23,0.86,4.65,55.16,18.1,12.66,2.66
25.75,86.25,2019,6,24,0.01,2.95,48.75,17.73,11.41,2.5
25.75,86.25,2019,6,25,0.58,4.2,42.34,16.97,10.81,1.88
25.75,86.25,2019,6,26,4.64,5.04,45.53,17.82,9.1,0.86
25.75,86.25,2019,6,27,9.85,4.87,57,19.62,9.03,1.25
25.75,86.25,2019,6,28,1.73,3.96,47.81,17.82,12.59,1.73
25.75,86.25,2019,6,29,4.71,3.42,57.66,19.47,7.3,1.5
25.75,86.25,2019,6,30,0.32,3.23,58.53,18.68,8.04,1.48
25.75,86.25,2019,7,1,5.57,3.87,60.78,19.41,9.91,1.97
25.75,86.25,2019,7,2,0.96,7.47,65.97,20.08,7.9,1.65
25.75,86.25,2019,7,3,1.19,6.66,61.03,19.41,11.49,1.79
25.75,86.25,2019,7,4,7.74,5.28,65.69,20.29,8.81,1.62
25.75,86.25,2019,7,5,1.69,5.39,60.5,19.87,9.16,2.16
25.75,86.25,2019,7,6,7.56,4.9,70.41,20.87,5.83,2.2
25.75,86.25,2019,7,7,19.7,4.64,79.78,22.19,5.2,1.23
25.75,86.25,2019,7,8,28.38,4.57,83.34,22.37,4.64,0.98
25.75,86.25,2019,7,9,41.67,5.54,85.78,22.34,4.95,0.8
25.75,86.25,2019,7,10,39.36,4.37,83.62,22.06,5.95,1.21
25.75,86.25,2019,7,11,32.35,3.32,84.69,21.45,5.66,1.15
25.75,86.25,2019,7,12,23.18,4.19,85.91,21.64,5.36,0.88
25.75,86.25,2019,7,13,32.13,4.29,87.78,22.22,4.74,0.9
25.75,86.25,2019,7,14,14.95,4.86,82.62,21.91,7.61,1.3
25.75,86.25,2019,7,15,17.11,4.07,80.78,22.52,7.88,1.69
25.75,86.25,2019,7,16,10.9,1.75,80.78,22.19,5.41,1.79
25.75,86.25,2019,7,17,1.79,1.52,76.22,21.36,7.17,1.52
25.75,86.25,2019,7,18,0.9,0.9,73.78,21.91,7.14,2.05
25.75,86.25,2019,7,19,0.87,2.05,79.78,22.4,5.93,1.93
25.75,86.25,2019,7,20,1.93,3.29,80.06,21.64,7.62,2.42
25.75,86.25,2019,7,21,1.63,2.44,78.06,21.88,7.92,2.4
25.75,86.25,2019,7,22,2.02,2.75,79.25,22.77,7.29,1.42
25.75,86.25,2019,7,23,15.38,2.93,84.62,23.1,4.91,1.45
25.75,86.25,2019,7,24,26.38,2.37,89.88,22.74,2.86,0.86
25.75,86.25,2019,7,25,27.18,1.59,84.09,21.55,5.47,1.06
25.75,86.25,2019,7,26,6.7,2.68,91.34,22.16,2.97,1.54
25.75,86.25,2019,7,27,5.17,5.33,87.62,22.16,5.74,1.94
25.75,86.25,2019,7,28,1.08,6.63,85.56,21.73,7.2,2.13
25.75,86.25,2019,7,29,1.27,7,84.75,21.79,6.36,2.13
25.75,86.25,2019,7,30,2.76,5.12,85.47,21.42,6.13,2.2
25.75,86.25,2019,7,31,4.52,4.62,85.47,21.18,7.17,2.15
25.75,86.25,2019,8,1,4.37,4.8,87.34,21.36,5.18,1.95
25.75,86.25,2019,8,2,2.02,4.23,86.88,21.51,6.3,1.94
25.75,86.25,2019,8,3,1.5,3.52,82.84,22.06,6.98,2.32
25.75,86.25,2019,8,4,0.97,2.22,84,22.46,6.33,2.07
25.75,86.25,2019,8,5,0.72,3.31,82.25,22.71,6.74,2.07
25.75,86.25,2019,8,6,4.62,3,84.47,23.56,7.6,2.52
25.75,86.25,2019,8,7,10.65,5.91,88.19,23.35,4.46,2.1
25.75,86.25,2019,8,8,2.22,9.59,86.09,21.76,6.39,1.7
25.75,86.25,2019,8,9,1.4,4.2,83.28,21.97,6.05,2.16
25.75,86.25,2019,8,10,0.88,1.99,81,21.7,6.74,2.24
25.75,86.25,2019,8,11,6.62,0.8,78.16,22.22,6.49,2.1
25.75,86.25,2019,8,12,2.17,2.64,80.5,22.77,7.28,2.3
25.75,86.25,2019,8,13,7.27,5.5,87.22,21.88,5.15,1.73
25.75,86.25,2019,8,14,4.82,7.08,86.97,21.48,5.85,1.53
25.75,86.25,2019,8,15,3.72,2.78,84.12,21.33,6.14,1.77
25.75,86.25,2019,8,16,1.75,2.49,80.66,21.18,6.84,1.51
25.75,86.25,2019,8,17,11.29,1.36,81.59,21.36,5.1,1.46
25.75,86.25,2019,8,18,5.55,1.73,84.12,21.48,4.64,2.01
25.75,86.25,2019,8,19,1.39,4.8,85.09,21.61,6.73,1.77
25.75,86.25,2019,8,20,0.63,3.36,82.47,21.55,7.47,1.95
25.75,86.25,2019,8,21,0.82,3.21,85.41,22.09,5.89,1.75
25.75,86.25,2019,8,22,0.81,2,79.31,21.79,7.03,1.96
25.75,86.25,2019,8,23,13.52,1.95,83.31,21.79,5.19,1.66
25.75,86.25,2019,8,24,7.63,3.45,88.03,21.42,4.4,1.69
25.75,86.25,2019,8,25,2.09,4.5,84.59,20.78,6.4,2.05
25.75,86.25,2019,8,26,0.27,3.21,82.59,21.27,7.74,2.51
25.75,86.25,2019,8,27,0.21,3.63,80.22,21.06,8.66,2.34
25.75,86.25,2019,8,28,0.35,2.96,81.38,21.55,8.56,2.09
25.75,86.25,2019,8,29,3.46,2.44,82.19,21.48,5.73,1.67
25.75,86.25,2019,8,30,1.51,2.21,77.62,20.97,7.96,2.16
25.75,86.25,2019,8,31,0.62,2.54,76.06,21.03,8.59,1.78
25.75,86.25,2019,9,1,1.82,1.64,79.25,21.06,7.03,2.42
25.75,86.25,2019,9,2,0.72,1.68,82.09,22.16,7.06,2.08
25.75,86.25,2019,9,3,0.2,2.47,82.91,21.7,4.61,1.73
25.75,86.25,2019,9,4,0.16,4.05,83.59,21.03,5.42,1.83
25.75,86.25,2019,9,5,1.15,4.34,84.62,20.94,5.38,2.01
25.75,86.25,2019,9,6,1.49,4.64,81.34,20.94,7.77,2.16
25.75,86.25,2019,9,7,1.1,5.03,80.47,21.03,7.84,1.9
25.75,86.25,2019,9,8,4.23,5.48,82.62,21.51,6.95,1.74
25.75,86.25,2019,9,9,5.38,3.38,82.12,21.36,6.77,1.8
25.75,86.25,2019,9,10,2.37,2.62,79.34,21.3,8.09,1.84
25.75,86.25,2019,9,11,3.66,3.26,86.47,22.46,5.37,1.59
25.75,86.25,2019,9,12,5.64,5.8,84.25,21.39,6.22,1.7
25.75,86.25,2019,9,13,9.55,3.97,83.22,20.51,6.41,1.75
25.75,86.25,2019,9,14,13.85,2.11,82.84,20.2,6.11,1.51
25.75,86.25,2019,9,15,4.29,1.84,80.12,20.42,7.62,1.46
25.75,86.25,2019,9,16,11.5,2.01,80.5,21,7.31,1.34
25.75,86.25,2019,9,17,27.76,3.43,88.59,21.09,5.01,1.07
25.75,86.25,2019,9,18,7.26,3.03,87.19,19.84,4.92,1.46
25.75,86.25,2019,9,19,0.32,1.3,77.91,18.65,7.8,1.86
25.75,86.25,2019,9,20,2.54,1.11,77.91,19.38,6.31,1.88
25.75,86.25,2019,9,21,2.62,1.32,81.06,20.05,6.65,1.21
25.75,86.25,2019,9,22,1.9,1.44,81.81,19.71,5.61,0.98
25.75,86.25,2019,9,23,2.64,2.42,89.78,19.81,3.55,1.62
25.75,86.25,2019,9,24,3.8,3.72,90.97,19.47,3.77,1.41
25.75,86.25,2019,9,25,16.18,5.09,91.62,19.07,3.62,1.2
25.75,86.25,2019,9,26,11.42,2.39,91.5,18.13,3.26,0.8
25.75,86.25,2019,9,27,38,2.3,91.81,18.37,4.44,0.63
25.75,86.25,2019,9,28,99.38,5.56,94.25,18.62,2.99,0.46
25.75,86.25,2019,9,29,43.71,5.64,93.69,18.04,3.81,0.42
25.75,86.25,2019,9,30,29.09,5.79,92.81,17.76,4.82,0.75
25.75,86.25,2019,10,1,1.36,1.84,86.09,18.04,7.91,0.84
25.75,86.25,2019,10,2,0.06,1.24,85.06,18.22,5.38,1.58
25.75,86.25,2019,10,3,0.11,1.71,83.03,18.49,7.93,1.38
25.75,86.25,2019,10,4,0.06,1.05,84.84,18.95,5.53,1.11
25.75,86.25,2019,10,5,0.08,1.83,87.12,19.2,5.98,0.92
25.75,86.25,2019,10,6,0.17,2.13,85.84,18.4,6.44,1.32
25.75,86.25,2019,10,7,2.24,1.79,84,17.33,8.16,1.34
25.75,86.25,2019,10,8,1.68,1.4,85.25,17.76,8.13,1.09
25.75,86.25,2019,10,9,0.48,2.41,87.28,18.01,6.25,1.4
25.75,86.25,2019,10,10,0,1.75,84.38,16.94,7.94,1.52
25.75,86.25,2019,10,11,0,2.39,85.53,16.88,8.12,1.39
25.75,86.25,2019,10,12,0,2.2,83.22,15.87,9.81,1.41
25.75,86.25,2019,10,13,0.05,2.43,83.31,15.75,9.99,1.4
25.75,86.25,2019,10,14,0,1.39,78.91,15.14,8.91,1.44
25.75,86.25,2019,10,15,0,1,75.38,15.23,8.8,1.52
25.75,86.25,2019,10,16,0.05,1.56,77.97,15.11,6.7,1.38
25.75,86.25,2019,10,17,0,1.47,75.91,14.56,8.6,1.31
25.75,86.25,2019,10,18,0.01,1.46,78.53,15.14,9.15,1.24
25.75,86.25,2019,10,19,0.38,1.84,82.62,15.84,7.36,0.72
25.75,86.25,2019,10,20,0.29,2.8,87.44,16.63,6.65,0.74
25.75,86.25,2019,10,21,0.03,3.62,88.38,16.63,6.63,0.8
25.75,86.25,2019,10,22,0,3.32,83.38,14.65,8.35,1.09
25.75,86.25,2019,10,23,0.11,2.5,82.59,14.01,7.73,0.62
25.75,86.25,2019,10,24,0.9,1.84,85.34,14.25,7.7,0.71
25.75,86.25,2019,10,25,5.9,4.88,91.88,14.56,3.86,0.59
25.75,86.25,2019,10,26,0.04,2.79,83.47,13.43,8.36,1.08
25.75,86.25,2019,10,27,0,2.69,85.12,14.25,8.41,1.04
25.75,86.25,2019,10,28,0,1.64,86.12,13.7,6.79,1.06
25.75,86.25,2019,10,29,0,2.12,85.47,14.56,9.02,1.05
25.75,86.25,2019,10,30,0,2.16,85.59,14.71,8.44,0.98
25.75,86.25,2019,10,31,0,2.24,84.97,15.14,9.04,1.04
25.75,86.25,2019,11,1,0,1.82,83.56,15.08,8.91,0.94
25.75,86.25,2019,11,2,0,2.29,85.12,15.01,9.44,0.95
25.75,86.25,2019,11,3,0,2.36,84.41,15.32,8.93,1.05
25.75,86.25,2019,11,4,0,2.55,81.03,14.28,9.9,1
25.75,86.25,2019,11,5,0.03,3.45,81.78,13.89,10.34,0.66
25.75,86.25,2019,11,6,0,2.42,78.59,12.45,11.64,0.82
25.75,86.25,2019,11,7,0,1.41,72.16,12.12,12.08,0.95
25.75,86.25,2019,11,8,0,1.47,78.72,14.04,9.5,1.16
25.75,86.25,2019,11,9,0,2.34,85.09,15.87,9.12,1.1
25.75,86.25,2019,11,10,0,1.61,82.47,15.81,9.52,1.2
25.75,86.25,2019,11,11,0,2.83,79.53,13.7,9.96,1.02
25.75,86.25,2019,11,12,0,2.79,76.94,11.08,12.89,0.92
25.75,86.25,2019,11,13,0,1.75,72.19,10.59,12.49,-999
25.75,86.25,2019,11,14,0,1.23,71.59,11.41,11.62,-999
25.75,86.25,2019,11,15,0,2.27,78.56,12.82,11.94,1.05
25.75,86.25,2019,11,16,0,3.38,80.66,12.27,11.45,0.93
25.75,86.25,2019,11,17,0,3.32,81.69,11.75,11.73,0.8
25.75,86.25,2019,11,18,0,2.7,79.34,11.51,11.95,0.86
25.75,86.25,2019,11,19,0,3.5,75.22,9.89,12.45,0.85
25.75,86.25,2019,11,20,0,1.59,70.22,9.61,11.46,0.74
25.75,86.25,2019,11,21,0,1.61,68.25,9.58,11.37,0.71
25.75,86.25,2019,11,22,0,2.56,78.25,10.35,12.19,0.66
25.75,86.25,2019,11,23,0,2.79,79.66,11.41,11.62,0.59
25.75,86.25,2019,11,24,0,2.71,82.03,11.05,8.95,0.57
25.75,86.25,2019,11,25,0,1.18,77.78,10.93,8.98,0.49
25.75,86.25,2019,11,26,0,0.9,73.59,11.2,10.64,0.7
25.75,86.25,2019,11,27,0,0.81,73.84,11.32,10.66,0.79
25.75,86.25,2019,11,28,0,1.07,72.12,11.29,11.29,0.98
25.75,86.25,2019,11,29,0,2.47,75.34,10.86,13.34,-999
25.75,86.25,2019,11,30,0,3.43,75.25,10.22,13.05,0.77
25.75,86.25,2019,12,1,0,3.98,76.72,10.1,12.15,0.86
25.75,86.25,2019,12,2,0,2.58,74.75,9.12,12.55,0.81
25.75,86.25,2019,12,3,0,2.89,71.75,8.03,13.54,0.62
25.75,86.25,2019,12,4,0,2.54,67.84,7.26,14.11,0.56
25.75,86.25,2019,12,5,0,2.21,67.03,7.66,16.33,0.82
25.75,86.25,2019,12,6,0,1.71,66.66,8.64,13.37,0.85
25.75,86.25,2019,12,7,0,1.81,74.47,9.58,9.98,0.77
25.75,86.25,2019,12,8,0,0.99,63.78,8.73,11.59,0.73
25.75,86.25,2019,12,9,0,2.11,68.59,8.58,11.25,0.65
25.75,86.25,2019,12,10,0,2.39,73.94,8.54,11.62,0.45
25.75,86.25,2019,12,11,0,2.02,70.78,8.64,11.25,0.33
25.75,86.25,2019,12,12,0.08,2.04,76.78,9.46,8.38,0.27
25.75,86.25,2019,12,13,7.61,2.5,83.19,10.47,9.07,0.23
25.75,86.25,2019,12,14,1.5,1.48,77,10.38,10,0.45
25.75,86.25,2019,12,15,0.42,1.8,76.62,9.4,10.03,0.48
25.75,86.25,2019,12,16,0.11,3.11,74.94,9.34,10.31,0.55
25.75,86.25,2019,12,17,0,4.02,76.56,8.12,11.24,0.55
25.75,86.25,2019,12,18,0,3.45,78.06,7.14,11.41,0.34
25.75,86.25,2019,12,19,0,3.09,77.78,6.44,11.79,0.42
25.75,86.25,2019,12,20,0,3.07,74.75,6.35,12.67,0.41
25.75,86.25,2019,12,21,0,2.75,71.69,6.29,12.43,0.36
25.75,86.25,2019,12,22,0,2.86,77.38,7.26,13.5,0.48
25.75,86.25,2019,12,23,0,2.91,71.53,7.23,13.66,0.39
25.75,86.25,2019,12,24,0,3.26,64.09,5.89,14.2,0.43
25.75,86.25,2019,12,25,0,2.86,72.16,6.32,11.41,0.41
25.75,86.25,2019,12,26,0.05,2.62,68.88,5.86,13.07,0.34
25.75,86.25,2019,12,27,0,3.55,60.28,4.73,13.24,0.27
25.75,86.25,2019,12,28,0,3.18,66.88,4.94,15.42,0.34
25.75,86.25,2019,12,29,0,3.36,64.84,4.64,16.15,0.38
25.75,86.25,2019,12,30,0,2.9,67.78,4.82,16.37,0.5
25.75,86.25,2019,12,31,0,2.15,62.12,5.55,17.74,0.76
25.75,86.25,2020,1,1,0.33,2.34,68.62,7.57,14.84,0.38
25.75,86.25,2020,1,2,0.15,1.45,78.12,9.28,8.3,0.53
25.75,86.25,2020,1,3,1.03,1.65,75.75,8.91,9.9,0.55
25.75,86.25,2020,1,4,0.45,1.72,74.09,8.3,10.11,0.54
25.75,86.25,2020,1,5,0.04,4.14,71.66,7.11,12.41,0.47
25.75,86.25,2020,1,6,0.01,2.61,70.09,6.44,12.3,0.3
25.75,86.25,2020,1,7,0,2.21,62.94,6.01,12.29,0.52
25.75,86.25,2020,1,8,0.33,1.61,64,6.84,11.35,0.55
25.75,86.25,2020,1,9,3.41,2.31,85.62,8.76,5.84,0.56
25.75,86.25,2020,1,10,0.02,4.39,76.47,7.54,11.09,0.3
25.75,86.25,2020,1,11,0,3.95,67.84,5.52,13.95,0.48
25.75,86.25,2020,1,12,0,3.71,66.31,5.22,14.75,0.56
25.75,86.25,2020,1,13,0,2.4,63.47,5.34,16.47,0.38
25.75,86.25,2020,1,14,0,1.89,57.19,5.8,14.51,0.43
25.75,86.25,2020,1,15,0,1.75,56.19,6.1,14.51,0.59
25.75,86.25,2020,1,16,0,1.58,59.75,7.63,14.4,0.64
25.75,86.25,2020,1,17,1.04,2.71,71.59,9.4,14.4,0.61
25.75,86.25,2020,1,18,0.61,2.01,84.84,10.07,8.7,0.56
25.75,86.25,2020,1,19,0.33,3.55,81.94,8.36,6.54,0.3
25.75,86.25,2020,1,20,0.01,3.99,71.72,6.59,13.33,0.57
25.75,86.25,2020,1,21,0,3.04,65.38,5.86,14.68,0.52
25.75,86.25,2020,1,22,0,3.19,61.66,5.68,16.14,0.57
25.75,86.25,2020,1,23,0,4.19,63.59,5.98,15.41,0.76
25.75,86.25,2020,1,24,0,3.32,60.44,5.43,14.79,0.82
